transaction_id,user_id,book_id,transaction_type,transaction_date
TXN_00001,USR_162,BOK_230,ebook_rental,2026-02-04
TXN_00002,USR_162,BOK_299,paperback_purchase,2026-02-09
TXN_00003,USR_162,BOK_238,paperback_purchase,2026-02-10
TXN_00004,USR_162,BOK_029,paperback_purchase,2026-02-13
TXN_00005,USR_162,BOK_206,paperback_purchase,2026-02-14
TXN_00006,USR_162,BOK_299,paperback_purchase,2026-02-14
TXN_00007,USR_162,BOK_299,paperback_purchase,2026-02-16
TXN_00008,USR_162,BOK_023,audiobook_rental,2026-02-18
TXN_00009,USR_9999,BOK_017,paperback_purchase,2026-03-02
TXN_00010,USR_162,BOK_199,audiobook_rental,2026-03-07
TXN_00011,USR_162,BOK_128,paperback_purchase,2026-03-11
TXN_00012,USR_162,BOK_101,paperback_purchase,2026-03-17
TXN_00013,USR_162,BOK_167,paperback_purchase,2026-03-20
TXN_00014,USR_162,BOK_101,paperback_purchase,2026-03-24
TXN_00015,USR_162,BOK_031,ebook_rental,2026-03-24
TXN_00016,USR_162,BOK_153,paperback_purchase,2026-03-27
TXN_00017,USR_162,BOK_237,paperback_purchase,2026-03-28
TXN_00018,USR_162,BOK_020,paperback_purchase,2026-03-31
TXN_00019,USR_162,BOK_148,audiobook_rental,2026-04-06
TXN_00020,USR_162,BOK_026,ebook_rental,2026-04-14
TXN_00021,USR_162,BOK_120,audiobook_rental,2026-05-10
TXN_00022,USR_162,BOK_299,paperback_purchase,2026-05-11
TXN_00023,USR_162,BOK_031,ebook_rental,2026-05-12
TXN_00024,USR_162,BOK_023,audiobook_rental,2026-05-12
TXN_00025,USR_162,BOK_017,paperback_purchase,2026-05-12
TXN_00026,USR_162,BOK_128,paperback_purchase,2026-05-17
TXN_00027,USR_162,BOK_299,paperback_purchase,2026-05-17
TXN_00028,USR_162,BOK_108,ebook_rental,2026-05-18
TXN_00029,USR_162,BOK_150,audiobook_rental,2026-05-22
TXN_00030,USR_162,BOK_128,paperback_purchase,2026-05-22
TXN_00031,USR_162,BOK_299,paperback_purchase,2026-06-02
TXN_00032,USR_162,BOK_148,audiobook_rental,2026-06-08
TXN_00033,USR_250,BOK_137,audiobook_rental,2026-02-08
TXN_00034,USER_123,BOK_137,audiobook_rental,2026-02-10
TXN_00035,USR_250,BOK_215,paperback_purchase,2026-02-17
TXN_00036,USR_250,BOK_176,audiobook_rental,2026-02-19
TXN_00037,USR_250,BOK_034,audiobook_rental,2026-02-19
TXN_00038,USR_250,BOK_082,audiobook_rental,2026-02-20
TXN_00039,USR_250,BOK_256,audiobook_rental,2026-03-01
TXN_00040,USR_250,BOK_122,audiobook_rental,2026-03-07
TXN_00041,USR_250,BOK_123,ebook_rental,2026-03-10
TXN_00042,USR_250,BOK_113,audiobook_rental,2026-03-14
TXN_00043,USR_250,BOK_034,audiobook_rental,2026-03-19
TXN_00044,USR_250,BOK_239,audiobook_rental,2026-03-28
TXN_00045,USR_250,BOK_082,audiobook_rental,2026-04-03
TXN_00046,USR_250,BOK_197,audiobook_rental,2026-04-03
TXN_00047,USR_250,BOK_249,audiobook_rental,2026-04-04
TXN_00048,USR_250,BOK_176,audiobook_rental,2026-04-05
TXN_00049,USR_250,BOK_176,audiobook_rental,2026-04-16
TXN_00050,USR_250,BOK_034,audiobook_rental,2026-04-29
TXN_00051,USR_250,BOK_034,audiobook_rental,2026-05-01
TXN_00052,USR_250,BOK_277,audiobook_rental,2026-05-03
TXN_00053,USR_250,BOK_279,audiobook_rental,2026-05-03
TXN_00054,USR_250,BOK_249,audiobook_rental,2026-05-07
TXN_00055,USR_250,BOK_279,audiobook_rental,2026-05-08
TXN_00056,USR_250,BOK_197,audiobook_rental,2026-05-08
TXN_00057,USR_250,BOK_071,audiobook_rental,2026-05-10
TXN_00058,USR_250,BOK_071,audiobook_rental,2026-05-20
TXN_00059,USR_250,BOK_071,audiobook_rental,2026-05-21
TXN_00060,USR_250,BOK_034,audiobook_rental,2026-06-01
TXN_00061,USR_102,BOK_141,paperback_purchase,2026-03-11
TXN_00062,USR_102,BOK_006,ebook_rental,2026-03-14
TXN_00063,USR_102,BOK_192,ebook_rental,2026-03-20
TXN_00064,USR_102,BOK_011,paperback_purchase,2026-03-20
TXN_00065,USR_102,BOK_192,ebook_rental,2026-03-21
TXN_00066,USR_102,BOK_171,paperback_purchase,2026-03-27
TXN_00067,USR_102,BOK_234,paperback_purchase,2026-04-01
TXN_00068,USR_102,BOK_046,ebook_rental,2026-04-02
TXN_00069,USR_102,BOK_237,paperback_purchase,2026-04-07
TXN_00070,USR_102,BOK_273,paperback_purchase,2026-04-12
TXN_00071,USR_102,BOK_171,paperback_purchase,2026-04-14
TXN_00072,USR_102,BOK_273,paperback_purchase,2026-04-15
TXN_00073,USR_102,BOK_234,paperback_purchase,2026-04-20
TXN_00074,USR_102,BOK_173,ebook_rental,2026-04-21
TXN_00075,USR_102,BOK_235,audiobook_rental,2026-04-24
TXN_00076,USR_102,BOK_102,audiobook_rental,2026-04-28
TXN_00077,USR_102,BOK_272,ebook_rental,2026-04-29
TXN_00078,USR_102,BOK_238,paperback_purchase,2026-05-04
TXN_00079,USR_102,BOK_294,paperback_purchase,2026-05-06
TXN_00080,USR_102,BOK_171,paperback_purchase,2026-05-06
TXN_00081,USR_102,BOK_023,audiobook_rental,2026-05-07
TXN_00082,USR_102,BOK_294,paperback_purchase,2026-05-11
TXN_00083,USR_102,BOK_083,audiobook_rental,2026-05-18
TXN_00084,USR_102,BOK_006,ebook_rental,2026-05-18
TXN_00085,USR_102,BOK_024,paperback_purchase,2026-05-22
TXN_00086,USR_102,BOK_141,paperback_purchase,2026-05-23
TXN_00087,USR_102,BOK_171,paperback_purchase,2026-05-27
TXN_00088,USR_102,BOK_006,ebook_rental,2026-05-29
TXN_00089,USR_102,BOK_024,paperback_purchase,2026-06-01
TXN_00090,USR_102,BOK_237,paperback_purchase,2026-06-05
TXN_00091,USR_102,BOK_234,paperback_purchase,2026-06-09
TXN_00092,USR_102,BOK_141,paperback_purchase,2026-06-09
TXN_00093,USR_385,BOK_172,ebook_rental,2025-04-24
TXN_00094,USR_385,BOK_172,ebook_rental,2025-05-04
TXN_00095,USR_385,BOK_200,ebook_rental,2025-05-06
TXN_00096,USR_385,BOK_172,ebook_rental,2025-05-08
TXN_00097,USR_385,BOK_098,ebook_rental,2025-05-09
TXN_00098,USR_385,BOK_172,ebook_rental,2025-05-11
TXN_00099,USR_385,BOK_172,ebook_rental,2025-05-19
TXN_00100,USR_385,BOK_172,ebook_rental,2025-06-10
TXN_00101,USR_385,BOK_172,ebook_rental,2025-06-16
TXN_00102,USR_385,BOK_172,ebook_rental,2025-06-19
TXN_00103,USR_385,BOK_172,ebook_rental,2025-06-24
TXN_00104,USR_385,BOK_172,ebook_rental,2025-08-02
TXN_00105,USR_385,BOK_172,ebook_rental,2025-08-08
TXN_00106,USR_385,BOK_172,ebook_rental,2025-08-21
TXN_00107,USR_385,BOK_172,ebook_rental,2025-08-21
TXN_00108,USR_385,BOK_172,ebook_rental,2025-09-22
TXN_00109,USR_385,BOK_172,ebook_rental,2025-10-03
TXN_00110,USR_385,BOK_172,ebook_rental,2025-11-16
TXN_00111,USR_385,BOK_056,paperback_purchase,2025-12-21
TXN_00112,USR_385,BOK_172,ebook_rental,2025-12-22
TXN_00113,USR_385,BOK_172,ebook_rental,2026-01-02
TXN_00114,USR_385,BOK_172,ebook_rental,2026-03-09
TXN_00115,USR_385,BOK_172,ebook_rental,2026-03-13
TXN_00116,USR_385,BOK_172,ebook_rental,2026-03-25
TXN_00117,USR_385,BOK_172,ebook_rental,2026-04-08
TXN_00118,USR_385,BOK_172,ebook_rental,2026-05-01
TXN_00119,USR_385,BOK_133,paperback_purchase,2026.05.22
TXN_00120,USR_009,BOK_172,ebook_rental,2024-10-21
TXN_00121,USR_009,BOK_172,ebook_rental,2025-01-22
TXN_00122,USR_009,BOK_172,ebook_rental,2025-03-04
TXN_00123,USR_009,BOK_172,ebook_rental,2025-03-17
TXN_00124,USR_009,BOK_172,ebook_rental,2025-04-29
TXN_00125,USR_009,BOK_155,audiobook_rental,2025-05-06
TXN_00126,USR_009,BOK_172,ebook_rental,2025-05-08
TXN_00127,USR_009,BOK_172,ebook_rental,2025-08-07
TXN_00128,USR_009,BOK_271,ebook_rental,2025-10-20
TXN_00129,USR_009,BOK_196,ebook_rental,2025-11-08
TXN_00130,USR_009,BOK_172,ebook_rental,2025-11-22
TXN_00131,USR_009,BOK_014,ebook_rental,2025-12-02
TXN_00132,USR_009,BOK_172,ebook_rental,2025.12.02
TXN_00133,USR_009,BOK_172,ebook_rental,2025-12-17
TXN_00134,USR_009,BOK_242,ebook_rental,2025-12-23
TXN_00135,USR_009,BOK_172,ebook_rental,2026-02-15
TXN_00136,USR_009,BOK_172,ebook_rental,2026-03-01
TXN_00137,USR_009,BOK_173,ebook_rental,2026-04-28
TXN_00138,USR_009,BOK_258,ebook_rental,2026-05-10
TXN_00139,USR_009,BOK_172,ebook_rental,2026-05-14
TXN_00140,USR_009,BOK_172,ebook_rental,2026-06-03
TXN_00141,USR_111,BOK_275,audiobook_rental,2023-11-22
TXN_00142,USR_111,BOK_172,ebook_rental,2023-12-23
TXN_00143,USR_111,BOK_172,ebook_rental,2023-12-29
TXN_00144,USR_111,BOK_172,ebook_rental,2024-04-20
TXN_00145,USR_111,BOK_172,ebook_rental,2024-07-22
TXN_00146,USR_111,BOK_172,ebook_rental,2024-08-07
TXN_00147,USR_111,BOK_172,ebook_rental,2024-08-14
TXN_00148,USR_111,BOK_094,paperback_purchase,2024-08-25
TXN_00149,USR_111,BOK_155,audiobook_rental,2024-09-29
TXN_00150,USR_9999,BOK_094,paperback_purchase,2024-10-29
TXN_00151,USR_111,BOK_295,paperback_purchase,2024-11-25
TXN_00152,USR_111,BOK_275,audiobook_rental,2024-12-18
TXN_00153,USR_111,BOK_275,audiobook_rental,2024-12-20
TXN_00154,USR_111,BOK_172,ebook_rental,2025-01-26
TXN_00155,USR_111,BOK_172,ebook_rental,2025-02-21
TXN_00156,USR_111,BOK_172,ebook_rental,2025-03-06
TXN_00157,USR_111,BOK_172,ebook_rental,2025-03-29
TXN_00158,USR_111,BOK_172,ebook_rental,2025-09-17
TXN_00159,USR_111,BOK_275,audiobook_rental,2025-12-20
TXN_00160,USR_111,BOK_114,paperback_purchase,2026-03-25
TXN_00161,USR_111,BOK_172,ebook_rental,2026-04-29
TXN_00162,USR_223,BOK_110,paperback_purchase,2025-10-13
TXN_00163,USR_223,BOK_193,paperback_purchase,2025-10-26
TXN_00164,USR_223,BOK_009,paperback_purchase,2025-10-31
TXN_00165,USR_223,BOK_177,ebook_rental,2025-11-02
TXN_00166,USR_223,BOK_029,paperback_purchase,2025-11-14
TXN_00167,USR_223,BOK_170,ebook_rental,2025-11-20
TXN_00168,USR_223,BOK_238,paperback_purchase,2025-11-24
TXN_00169,USR_223,BOK_009,paperback_purchase,2025-11-26
TXN_00170,USR_223,BOK_110,paperback_purchase,2025-12-03
TXN_00171,USR_223,BOK_009,paperback_purchase,2025-12-08
TXN_00172,USR_223,BOK_127,audiobook_rental,2025-12-18
TXN_00173,USR_223,BOK_009,paperback_purchase,2025-12-26
TXN_00174,USR_223,BOK_282,ebook_rental,2025-12-30
TXN_00175,USR_223,BOK_110,paperback_purchase,2026-01-01
TXN_00176,USR_223,BOK_110,paperback_purchase,2026-01-22
TXN_00177,USR_223,BOK_009,paperback_purchase,2026-01-25
TXN_00178,USR_223,BOK_196,ebook_rental,2026-02-01
TXN_00179,USR_223,BOK_193,paperback_purchase,2026-02-13
TXN_00180,USR_223,BOK_110,paperback_purchase,2026-03-06
TXN_00181,USR_223,BOK_139,paperback_purchase,2026-03-10
TXN_00182,USR_223,BOK_056,paperback_purchase,2026-04-06
TXN_00183,USR_223,BOK_009,paperback_purchase,2026-04-25
TXN_00184,USR_223,BOK_170,ebook_rental,2026-04-27
TXN_00185,USR_223,BOK_110,paperback_purchase,2026-05-01
TXN_00186,USR_223,BOK_117,paperback_purchase,2026-05-14
TXN_00187,USR_223,BOK_009,paperback_purchase,2026-05-19
TXN_00188,USR_223,BOK_196,ebook_rental,2026-05-26
TXN_00189,USR_223,BOK_196,ebook_rental,2026-05-27
TXN_00190,USR_223,BOK_117,paperback_purchase,2026-06-08
TXN_00191,USR_397,BOK_224,audiobook_rental,2025-11-27
TXN_00192,USR_397,BOK_106,audiobook_rental,2025-12-26
TXN_00193,USR_397,BOK_081,ebook_rental,2025-12-31
TXN_00194,USR_397,BOK_137,audiobook_rental,2026-01-17
TXN_00195,USR_397,BOK_185,audiobook_rental,2026-01-17
TXN_00196,USR_397,BOK_239,audiobook_rental,2026-01-25
TXN_00197,USR_397,BOK_082,audiobook_rental,2026-01-31
TXN_00198,USR_397,BOK_249,audiobook_rental,2026-02-26
TXN_00199,USR_397,BOK_176,audiobook_rental,2026-02-28
TXN_00200,USR_397,BOK_176,audiobook_rental,2026-03-12
TXN_00201,USR_397,BOK_034,audiobook_rental,2026-03-16
TXN_00202,USR_397,BOK_164,ebook_rental,2026-03-16
TXN_00203,USR_397,BOK_052,paperback_purchase,2026-03-29
TXN_00204,USR_397,BOK_003,ebook_rental,2026-04-12
TXN_00205,USR_397,BOK_249,audiobook_rental,2026-04-16
TXN_00206,USR_397,BOK_279,audiobook_rental,2026-04-19
TXN_00207,USR_397,BOK_249,audiobook_rental,2026-04-27
TXN_00208,USR_397,BOK_249,audiobook_rental,2026-05-04
TXN_00209,USR_397,BOK_106,audiobook_rental,2026-05-16
TXN_00210,USR_397,BOK_239,audiobook_rental,2026-05-17
TXN_00211,USR_327,BOK_219,audiobook_rental,2025-05-05
TXN_00212,USR_327,BOK_091,ebook_rental,2025-05-10
TXN_00213,USR_327,BOK_102,audiobook_rental,2025-05-28
TXN_00214,USR_327,BOK_019,ebook_rental,2025-06-05
TXN_00215,USR_327,BOK_134,ebook_rental,2025-06-17
TXN_00216,USR_327,BOK_254,ebook_rental,2025-06-22
TXN_00217,USR_327,BOK_042,ebook_rental,2025-08-03
TXN_00218,USR_327,BOK_257,audiobook_rental,2025-08-06
TXN_00219,USR_327,BOK_020,paperback_purchase,2025-08-28
TXN_00220,USR_327,BOK_131,ebook_rental,2025-09-09
TXN_00221,USR_327,BOK_159,ebook_rental,2025-10-01
TXN_00222,USR_327,BOK_042,ebook_rental,2025-10-25
TXN_00223,USR_327,BOK_296,ebook_rental,2025-11-08
TXN_00224,USR_327,BOK_204,ebook_rental,2025-11-16
TXN_00225,USR_327,BOK_004,ebook_rental,2025-11-28
TXN_00226,USR_327,BOK_091,ebook_rental,2025-12-02
TXN_00227,USR_327,BOK_222,ebook_rental,2026-01-01
TXN_00228,USR_327,BOK_035,paperback_purchase,2026-03-03
TXN_00229,USR_327,BOK_222,ebook_rental,2026-03-04
TXN_00230,USR_327,BOK_128,paperback_purchase,2026-03-10
TXN_00231,USR_327,BOK_091,ebook_rental,2026-04-07
TXN_00232,USR_327,BOK_031,ebook_rental,2026-05-11
TXN_00233,USR_327,BOK_128,paperback_purchase,2026-06-04
TXN_00234,USR_327,BOK_143,ebook_rental,2026-06-08
TXN_00235,USR_076,BOK_133,paperback_purchase,2024-08-15
TXN_00236,USR_076,BOK_238,paperback_purchase,2024-08-23
TXN_00237,USR_076,BOK_128,paperback_purchase,2024-10-15
TXN_00238,USR_076,BOK_017,paperback_purchase,2024-10-15
TXN_00239,USR_076,BOK_102,audiobook_rental,2024-11-02
TXN_00240,USR_076,BOK_102,audiobook_rental,2024-11-07
TXN_00241,USR_076,BOK_205,audiobook_rental,2024-11-10
TXN_00242,USR_076,BOK_179,paperback_purchase,2024-11-26
TXN_00243,USR_076,BOK_128,paperback_purchase,2024-12-20
TXN_00244,USR_076,BOK_088,paperback_purchase,2024-12-20
TXN_00245,USR_076,BOK_219,audiobook_rental,2025-01-21
TXN_00246,USR_076,BOK_020,paperback_purchase,2025-02-01
TXN_00247,USR_076,BOK_290,ebook_rental,2025-02-16
TXN_00248,USR_076,BOK_083,audiobook_rental,2025-04-19
TXN_00249,USR_076,BOK_167,paperback_purchase,2025-06-06
TXN_00250,USR_076,BOK_017,paperback_purchase,2025-07-08
TXN_00251,USR_076,BOK_254,ebook_rental,2025-08-10
TXN_00252,USR_076,BOK_101,paperback_purchase,2025-08-13
TXN_00253,USR_076,BOK_083,audiobook_rental,2025-09-17
TXN_00254,USR_076,BOK_163,ebook_rental,2025-10-12
TXN_00255,USR_076,BOK_238,paperback_purchase,2025-11-26
TXN_00256,USR_076,BOK_004,ebook_rental,2026-01-17
TXN_00257,USR_076,BOK_299,paperback_purchase,2026-01-23
TXN_00258,USR_076,BOK_035,paperback_purchase,2026-03-21
TXN_00259,USR_076,BOK_167,paperback_purchase,2026-05-18
TXN_00260,USR_076,BOK_216,audiobook_rental,2026-06-06
TXN_00261,USR_237,BOK_003,ebook_rental,2026-05-19
TXN_00262,USR_453,BOK_172,ebook_rental,2024-09-20
TXN_00263,USR_310,BOK_118,ebook_rental,2026-04-24
TXN_00264,USR_415,BOK_273,paperback_purchase,2025.07.09
TXN_00265,USR_399,BOK_214,paperback_purchase,2025-07-12
TXN_00266,USR_393,BOK_046,ebook_rental,2024-08-20
TXN_00267,USR_073,BOK_289,audiobook_rental,2025-03-17
TXN_00268,USR_341,BOK_239,audiobook_rental,2026-05-06
TXN_00269,USR_417,BOK_061,audiobook_rental,2025-07-22
TXN_00270,USR_159,BOK_117,paperback_purchase,2025-07-17
TXN_00271,USR_208,BOK_117,paperback_purchase,2026-02-27
TXN_00272,USR_130,BOK_090,audiobook_rental,2025-08-30
TXN_00273,USR_074,BOK_197,audiobook_rental,2024-11-04
TXN_00274,USR_010,BOK_155,audiobook_rental,2026-03-15
TXN_00275,USR_472,BOK_131,ebook_rental,2026-01-24
TXN_00276,USR_121,BOK_148,audiobook_rental,2025-07-08
